,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
111,2,0,3,26.0,0,0.0,0.0,0.0,0.0,-26.373570330369986,1
112,1,0,3,33.0,0,1.0,2223.0,0.0,12.0,404.0,1
113,3,0,3,39.0,0,0.0,2344.0,0.0,65.0,6898.0,0
114,1,1,3,13.0,0,0.0,0.0,0.0,0.0,0.0,1
115,2,1,3,24.0,0,0.0,0.0,0.0,0.0,1.4089769221278707,1
116,0,0,3,29.0,0,0.0,0.0,0.0,699.0,74.0,0
117,0,0,3,18.0,0,55.0,597.0,49.0,0.0,1.0,0
118,2,1,3,67.0,0,0.0,0.0,0.0,0.0,0.0,1
119,2,0,3,35.0,0,701.0,0.0,296.0,0.0,25.0,0
120,2,0,3,61.0,1,2353.0,334.0,9.0,316.0,2.0,0
121,2,0,3,45.0,0,2103.0,6.0,0.0,0.0,0.0,0
122,0,1,2,22.0,0,0.0,0.0,1.6516837755138025,0.0,0.0,1
123,2,1,3,19.0,0,0.0,0.0,0.0,0.0,0.0,1
124,2,0,3,36.0,0,2738.0,0.0,0.0,0.0,0.0,0
125,0,0,3,19.0,0,0.0,14.0,730.0,0.0,0.0,1
126,0,0,2,47.0,0,97.0,418.0,126.0,25.0,55.0,0
127,0,1,3,13.0,0,0.0,0.0,0.0,0.0,0.0,1
128,0,0,1,34.0,0,0.0,22.0,0.0,564.0,207.0,0
129,1,1,0,35.0,0,0.0,0.0,0.0,0.0,0.0,1
130,0,1,3,24.0,0,0.0,0.0,0.0,0.0,0.0,1
131,0,0,3,26.0,0,440.0,0.0,0.0,0.0,462.0,0
132,2,0,3,31.0,0,2576.641549200199,0.0,97.0,0.0,0.0,0
133,0,0,3,20.0,0,0.0,420.0,210.0,0.0,0.0,1
134,0,0,3,56.0,0,0.0,0.0,0.0,0.0,0.0,0
135,0,1,3,50.0,0,0.0,0.0,0.0,0.0,0.0,1
136,2,0,3,42.0,0,1072.0,0.0,10.0,0.0,76.0,0
137,0,1,0,29.439136407272784,0,0.0,0.0,0.0,0.0,0.0,1
138,0,1,0,38.0,0,0.0,0.0,0.0,0.0,0.0,0
139,0,0,1,41.0,0,0.0,0.0,0.0,0.0,607.0,0
140,0,0,3,22.0,0,4119.0,0.0,0.0,0.0,61.0,0
141,1,1,3,26.0,0,0.0,0.0,0.0,0.0,0.0,1
142,1,1,3,17.0,0,0.0,0.0,0.0,0.0,0.0,1
143,0,0,3,57.0,0,50.0,1688.0,0.0,1510.0200435998463,135.0,1
144,0,1,2,17.0,0,0.0,0.0,0.0,0.0,0.0,0
145,2,1,3,35.0,0,0.0,0.0,0.0,0.0,0.0,1
146,2,1,3,13.0,0,0.0,0.0,0.0,0.0,0.0,1
147,2,0,3,27.0,0,1365.0,0.0,48.0,22.0,137.0,0
148,0,1,3,31.0,0,0.0,0.0,0.0,0.0,0.0,0
149,0,0,3,24.0,0,0.0,0.0,0.0,221.0,567.0,0
150,0,1,2,19.0,0,0.0,0.0,0.0,0.0,0.0,1
151,0,1,3,32.0,0,0.0,0.0,0.0,0.0,0.0,1
152,0,0,3,58.0,0,0.0,985.0,0.0,5.0,0.0,1
153,0,0,0,21.0,0,287.0,0.0,16.0,115.0,175.0,0
154,1,0,3,38.0,0,0.0,10346.0,1.0,14970.0,2111.0,0
155,2,0,3,38.0,0,3414.0,0.0,161.0,28.0,119.0,0
156,0,0,3,19.0,0,1.0,219.0,673.0,2.0,11.0,1
157,0,0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0
158,0,0,3,3.0,0,0.0,0.0,0.0,0.0,0.0,1
159,0,0,3,20.0,0,0.0,0.0,3.0,299.0,92.0,0
160,1,1,3,24.0,0,0.0,0.0,0.0,0.0,0.0,1
161,0,0,3,37.0,0,17.0,146.0,426.0,0.0,232.0,1
162,0,0,3,25.0,0,62.0,0.0,0.0,0.0,956.0,0
163,0,1,3,56.0,0,0.0,0.0,0.0,0.0,0.0,1
164,0,0,0,49.0,0,84.0,3.0,401.0,202.0,98.0,0
165,0,1,0,11.0,0,0.0,0.0,0.0,0.0,0.0,0
166,0,1,3,1.0,0,0.0,0.0,0.0,0.0,0.0,1
167,0,0,3,8.0,0,0.0,0.0,0.0,0.0,0.0,0
168,0,0,3,39.0,0,0.0,0.0,10.0,898.0,0.0,0
169,2,1,3,2.0,0,0.0,0.0,0.0,0.0,0.0,1
170,2,0,3,23.0,0,187.22373576587844,0.0,8.0,1072.0,0.0,0
171,2,0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,1
172,2,0,3,39.0,0,406.0,0.0,867.0,0.0,0.0,1
173,2,0,2,25.0,0,1052.0,0.0,719.0,0.0,7.0,0
174,1,0,3,36.0,0,0.0,972.0,0.0,795.0,575.0,0
175,0,0,2,52.0,0,0.0,0.0,0.0,0.0,0.0,1
176,0,1,3,18.0,0,0.0,0.0,0.0,0.0,0.0,0
177,0,1,3,15.0,0,0.0,0.0,0.0,0.0,0.0,1
178,1,1,3,35.0,0,0.0,0.0,0.0,0.0,0.0,1
179,1,1,3,47.0,0,0.0,0.0,0.0,0.0,0.0,1
180,1,1,0,45.0,0,0.0,0.0,0.0,0.0,0.0,1
181,1,0,0,38.39120709124978,0,0.0,2433.0,86.09238009118623,878.0,443.0,1
182,1,1,3,51.0,0,0.0,0.0,0.0,0.0,0.0,1
183,0,0,3,29.0,0,0.0,2.0,66.0,0.0,705.0,0
184,1,0,0,52.37411643715169,0,2.0,1720.0,12.0,1125.0,122.0,1
185,0,1,2,19.0,0,0.0,0.0,0.0,0.0,0.0,0
186,3,1,0,24.0,0,0.0,0.0,3.9918177417310448,0.0,0.0,1
187,2,0,3,29.0,0,902.0,1.0,137.0,0.0,0.0,1
188,2,1,3,11.0,0,0.0,0.0,0.0,0.0,0.0,1
189,2,0,3,17.0,0,848.0,0.0,307.0,182.0,0.0,0
190,0,0,3,13.0,0,192.0,0.0,0.0,51.0,739.0,0
191,0,0,3,35.0,0,147.0,188.0,0.0,10.0,387.0,0
192,0,0,3,21.0,0,367.0,281.0,0.0,0.0,146.0,0
193,0,0,0,21.0,0,0.0,56.0,0.0,0.0,1918.0,0
194,0,0,3,38.0,0,1517.0,0.0,0.0,27.0,0.0,0
195,0,1,3,19.0,0,0.0,0.0,0.0,0.0,0.0,1
196,0,1,3,2.0,0,0.0,0.0,0.0,0.0,0.0,1
197,0,0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,1
198,0,1,3,13.0,0,0.0,0.0,0.0,0.0,0.0,0
199,0,0,3,25.0,0,122.0,84.0,787.5742249348074,0.0,0.0,0
200,0,0,3,16.0,0,0.0,3.0,0.0,0.0,1099.0,0
201,0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0
202,0,1,3,15.0,0,0.0,0.0,0.0,0.0,0.0,1
203,2,0,0,21.0,0,2237.0,0.0,119.0,0.0,0.0,0
204,2,0,3,23.0,0,1215.0,80.0,1.0,2.0,0.0,0
205,2,0,3,33.0,0,1933.0,12.0,188.0,1.0,0.0,0
206,2,1,3,21.0,0,0.0,0.0,0.0,0.0,0.0,1
207,2,0,3,41.0,0,1230.0,0.0,301.0,43.0,1023.0,0
208,2,0,3,16.0,0,915.0,0.0,221.0,234.0,0.0,0
209,2,1,3,42.0,0,0.0,0.0,0.0,0.0,0.0,0
210,2,0,3,20.0,0,1406.0,0.0,0.0,11.0,0.0,0
211,2,1,3,24.0,0,0.0,0.0,0.0,0.0,0.0,1
212,2,1,3,16.0,0,0.0,0.0,0.0,0.0,0.0,1
213,0,0,3,21.0,0,0.0,2.0,665.0,0.0,9.0,0
214,2,0,3,32.0,1,181.0,0.0,5.0,1634.0,0.0,0
215,0,1,2,58.0,0,0.0,0.0,0.0,0.0,0.0,1
216,0,0,3,24.0,0,4.0,7.0,0.0,713.0,79.0,0
217,2,0,3,30.0,0,85.0,0.0,1.0,1720.0,0.0,0
218,0,1,2,27.0,0,0.0,10.316054281634136,0.0,0.0,0.0,0
219,2,0,3,32.0,0,56.0,0.0,256.0,1438.0,0.0,0
220,0,0,3,43.0,0,562.4670471243273,888.0,0.0,0.0,0.0,0
221,1,1,3,42.0,0,0.0,0.0,0.0,0.0,0.0,1
222,2,0,3,37.0,0,637.0,0.0,0.0,92.0,319.0,0
223,2,1,3,35.0,0,0.0,0.0,0.0,0.0,0.0,1
224,1,0,0,33.0,0,0.0,1249.0,0.0,4812.0,1116.0,0
225,3,0,3,18.0,0,313.0,1.0,691.0,283.0,0.0,0
226,0,1,3,21.0,0,0.0,0.0,0.0,0.0,0.0,0
227,2,1,3,43.0,0,0.0,0.0,0.0,0.0,0.0,1
228,2,1,0,14.0,0,0.0,0.0,0.0,0.0,0.0,1
229,1,0,0,46.0,0,0.0,3571.0,0.0,0.0,7.0,1
230,1,0,3,33.0,0,0.0,86.0,796.0,584.0,10912.0,0
231,2,0,3,21.0,0,2947.0,0.0,287.0,27.0,0.0,0
232,1,0,3,33.0,0,0.0,1.0,0.0,8620.0,1063.0,0
233,0,1,2,47.0,0,-1.7645728229017181,0.0,0.0,0.0,0.0,0
234,3,1,0,54.0,0,0.0,0.0,0.0,0.0,0.0,1
235,0,0,3,30.0,0,335.0,695.0,541.0,0.0,0.0,0
236,0,0,3,29.0,0,272.0,615.0,0.0,0.0,1.0,0
237,0,0,3,21.0,0,702.0,172.0,408.0,2.0,6.0,1
238,1,1,3,24.0,0,0.0,0.0,0.0,0.0,0.0,1
239,2,0,0,21.0,0,1664.0,0.0,717.9067640019591,0.0,0.0,0
240,2,1,3,60.0,0,0.0,0.0,0.0,0.0,0.0,1
241,0,0,3,22.0,0,0.0,0.0,313.0,299.0,92.0,0
242,1,0,3,26.0,0,0.0,4810.0,0.0,981.0,2054.0,0
243,0,0,3,26.0,0,66.0,29.0,0.0,0.0,803.0,0
244,0,1,3,28.0,0,0.0,0.0,0.0,0.0,0.0,1
245,1,1,3,39.0,0,0.0,0.0,0.0,1.0541193011437777,0.0,1
246,0,0,3,13.0,0,118.0,0.0,0.0,754.0,1.0,0
247,0,0,0,47.0,0,0.0,231.0,592.0,0.0,0.0,1
248,0,0,3,63.0,0,0.0,25.0,128.0,0.0,1240.0,0
249,1,1,0,29.439136407272784,0,0.0,0.0,0.0,0.0,0.0,1
250,0,0,0,50.0,0,44.0,2390.0,0.0,53.0,0.0,1
251,0,0,3,35.0,0,0.0,0.0,0.0,888.0,12.38449148147983,0
252,0,0,3,45.0,0,0.0,97.0,0.0,14.0,333.0,0
253,0,0,3,19.0,0,0.0,0.0,2078.0,0.0,0.0,1
254,0,0,3,21.0,0,0.0,918.0,0.0,0.0,0.0,1
255,0,1,2,29.0,0,0.0,0.0,0.0,0.0,0.0,1
256,0,0,3,22.0,0,146.0,654.0,1.0,0.0,2.0,1
257,1,1,3,14.0,0,0.0,0.0,0.0,0.0,0.0,1
258,1,1,0,42.0,0,0.0,0.0,0.0,0.0,0.0,1
259,0,0,0,57.0,0,3.0,1281.0,29.0,162.0,13.0,0
260,1,1,0,39.0,0,0.0,0.0,0.0,0.0,0.0,1
261,1,0,3,28.0,0,0.0,587.0,32.0,6.0,1460.0,0
262,0,0,0,19.0,0,0.0,0.0,0.0,0.0,828.0,0
263,1,1,0,19.0,0,0.0,0.0,0.0,0.0,0.0,1
264,1,0,0,26.0,0,0.0,4458.0,0.0,1157.0,262.0,1
265,1,1,3,17.0,0,0.0,0.0,0.0,0.0,0.0,1
266,1,0,3,43.0,0,0.0,0.0,0.0,0.0,0.0,1
267,1,0,0,9.0,0,0.0,0.0,0.0,0.0,0.0,1
268,1,0,3,40.0,0,0.0,6500.0,88.0,1090.0,0.0,1
269,1,1,3,50.0,0,0.0,0.0,0.0,0.02894452821920148,0.0,1
270,0,0,3,24.0,0,90.0,2.0,1324.0,17.0,0.0,1
271,1,1,0,57.0,0,0.0,0.0,0.0,0.0,0.0,1
272,0,1,3,16.0,0,0.0,0.0,0.0,0.0,0.0,0
273,0,0,3,23.0,0,0.0,0.0,15.0,0.0,1370.0,0
274,3,1,3,23.0,0,0.0,0.0,0.0,0.0,0.0,1
275,1,0,3,28.0,0,0.0,422.0,0.0,1851.0,5166.0,0
276,1,0,0,23.0,0,0.0,584.0,0.0,20.0,2469.0,0
277,0,0,3,23.0,0,368.0,175.0,259.0,1.0,101.0,0
278,0,0,3,18.0,0,0.0,0.0,1359.0,0.0,0.0,1
279,0,0,3,18.0,0,1194.0,0.0,157.0,6.0,0.0,0
280,1,0,3,67.0,0,409.64836720974404,230.0,0.0,4476.0,241.0,0
281,0,0,2,60.0,0,7.0,540.0,1.0,0.0,4.0,1
282,0,1,0,27.07540903497165,0,0.0,0.0,0.028947933878664546,0.0,0.0,1
283,0,0,0,49.0,0,331.0,0.0,0.0,318.0,0.0,1
284,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1
285,0,0,0,26.0,0,386.0,0.0,74.0,0.0,1330.0,0
286,3,1,2,35.0,0,0.0,0.0,0.0,0.0,0.0,1
287,1,0,3,24.0,0,0.0,2628.0,701.6550724418671,170.0,0.0,1
288,1,1,3,20.0,0,0.0,0.0,0.0,0.0,1.6455161246224927,1
289,0,0,3,18.0,0,0.0,2.0,0.0,918.7970924960226,0.0,0
290,0,0,3,21.0,0,0.0,5.0,3.0,0.0,2251.2769395647997,0
291,3,0,3,59.0,1,1018.0,0.0,209.0,0.0,0.0,0
292,0,1,2,13.0,0,0.0,0.0,0.0,0.0,0.0,0
293,0,1,0,43.0,0,0.0,0.0,0.0,0.0,0.0,0
294,0,1,3,29.0,0,0.0,0.0,0.0,0.0,0.0,0
295,0,0,3,19.0,0,17.0,0.0,784.0,0.0,2.0,1
296,1,0,3,2.0,0,0.0,0.0,0.0,0.0,0.0,1
297,1,0,3,32.0,0,247.0,4651.0,0.0,46.0,202.0,1
298,1,0,3,33.0,0,443.0,317.0,0.0,148.0,1260.0,0
299,0,0,3,25.0,0,0.0,0.0,251.0,0.0,552.0,0
300,2,1,0,29.0,0,0.0,0.0,0.0,0.0,0.0,1
301,2,0,3,29.0,0,5715.0,2.0,211.0,1476.0,0.0,0
302,0,0,3,44.0,0,695.0,1.0,16.0,0.0,0.0,0
303,2,1,0,2.0,0,0.0,0.0,0.0,0.0,0.0,1
304,2,0,3,19.0,0,417.0,349.0,634.0,3.0,1057.0,1
305,2,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1
306,0,1,3,18.0,0,0.0,0.0,0.3773724938287609,0.0,0.0,1
307,1,1,0,38.0,0,0.0,0.0,0.0,0.0,0.0,1
308,0,1,2,5.0,0,0.0,0.0,0.0,0.0,0.0,0
309,0,0,2,31.0,0,121.0,0.0,0.0,274.0,907.0,0
310,2,1,3,30.0,0,0.0,0.0,0.0,0.0,0.0,0
311,0,1,0,15.0,0,0.0,0.0,0.0,0.0,0.0,1
312,2,0,3,27.0,0,434.0,0.0,1434.0,0.0,0.0,0
313,2,0,3,22.0,0,142.0,2876.0,202.0,3.0,0.0,1
314,2,0,3,36.0,0,520.0,0.0,1865.0,0.0,0.0,1
315,0,1,2,14.0,0,0.0,0.0,0.0,0.0,0.0,1
316,2,0,3,23.0,0,2001.0,0.0,2975.0,0.0,0.0,0
317,0,1,3,18.0,0,0.0,0.0,0.0,0.0,0.0,1
318,1,1,0,36.0,0,0.0,0.0,0.0,0.0,0.0,1
319,0,0,3,41.0,0,-146.6275179539333,1198.0,0.0,124.0,572.0,0
320,0,1,3,50.0,0,0.0,0.0,0.0,0.0,0.0,1
321,0,1,2,32.0,0,0.0,0.0,0.0,0.0,0.0,1
322,0,0,2,26.0,0,148.0,0.0,453.0,0.0,88.0,0
323,0,0,3,15.0,0,358.0,212.0,33.0,0.0,112.0,0
324,0,0,0,33.0,0,0.0,36.0,0.0,280.0,417.0,1
325,0,0,0,35.52087044060216,0,0.0,0.0,0.0,685.0,21.0,0
326,2,0,3,26.0,0,2832.0,107.0,4447.0,15.0,4.0,0
327,2,1,3,61.0,0,0.0,0.0,0.0,0.0,0.0,1
328,0,0,3,24.0,0,0.0,0.0,592.0,177.0,58.0,1
329,0,0,3,30.0,0,0.0,95.0,0.0,441.0,1023.0,0
330,2,1,3,24.0,0,0.0,0.0,0.0,0.0,0.0,1
331,0,0,3,24.0,0,0.0,5.0,0.0,2766.0,0.0,0
332,0,1,3,41.0,0,0.0,0.0,0.0,0.0,0.0,0
333,0,0,3,20.0,0,0.0,0.0,558.0,0.0,230.0,0
334,0,0,3,22.0,0,116.0,0.0,786.0,6.0,0.0,1
335,1,0,0,63.0,0,0.0,1068.0,0.0,176.0,8188.0,0
336,1,0,0,18.0,0,17.0,215.0,4.0,5132.0,697.0,0
337,1,1,0,21.0,0,0.0,0.0,0.0,0.0,0.0,1
338,1,0,3,79.0,0,5649.0,235.0,7.0,2579.0,2175.0,0
339,1,1,3,56.0,0,0.0,0.0,0.0,0.0,0.0,1
340,1,1,3,13.0,0,0.0,0.0,0.0,0.0,0.0,1
341,1,0,3,33.0,0,0.0,2491.0,6.0,1173.0,1059.0,0
342,1,1,3,32.0,0,0.0,0.0,0.0,0.0,0.0,1
343,0,0,3,31.0,0,198.0,0.0,591.0,0.0,164.0,1
344,1,1,0,26.0,0,0.0,0.0,0.0,0.0,0.0,1
345,1,1,0,18.0,0,0.0,0.0,0.0,0.0,0.0,1
346,1,1,0,38.0,0,0.0,0.0,0.19484922197436375,0.0,0.0,1
347,3,0,1,23.0,0,348.0,0.0,0.0,4.0,368.0,0
348,0,0,3,28.0,0,82.0,773.0,0.0,3693.0,140.0,0
349,0,1,2,34.0,0,0.0,0.0,0.0,0.0,0.0,0
350,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1
351,0,0,3,14.0,0,3.0,0.0,881.0,25.0,0.0,1
352,0,0,3,23.0,0,13.0,747.0,0.0,0.0,128.0,0
353,0,1,3,49.0,0,0.0,0.0,0.0,0.0,0.0,0
354,0,1,3,14.0,0,0.0,0.0,0.0,0.0,0.0,0
355,0,0,3,18.0,0,391.0,44.0,356.0,0.0,0.0,0
356,1,0,2,27.0,1,69.0,5728.0,0.0,0.0,987.0,1
357,0,0,3,48.0,0,0.0,111.0,0.0,1508.0,0.0,0
358,1,0,0,31.0,1,0.0,11003.0,552.0,8157.0,5688.0,0
359,1,0,0,61.0,0,1.0,608.0,0.0,3835.0,1.0,0
360,0,1,3,18.0,0,0.0,0.0,0.0,0.0,0.0,1
361,2,1,3,45.0,0,0.0,0.0,0.0,0.0,0.0,1
362,2,0,3,22.0,0,28.0,420.0,36.0,6011.0,3.0,0
363,2,0,3,30.0,1,1056.0,0.0,0.0,0.0,0.0,0
364,2,0,3,30.0,0,1770.0,0.0,0.0,13.0,0.0,0
365,3,1,0,32.0,1,0.0,0.0,0.0,0.0,0.0,1
366,2,0,3,43.0,1,353.0,896.0,0.0,0.0,2.0,1
367,0,0,0,17.0,0,177.0,-266.30783281514937,0.0,310.0,7.0,0
368,0,0,3,23.0,0,-15.277763860361084,21.0,0.0,0.0,1699.0,0
369,0,0,3,20.0,0,0.0,465.0,0.0,5.0,223.0,0
370,0,1,3,39.0,0,0.0,0.0,0.0,0.0,0.0,0
371,2,0,3,35.0,0,1134.0,113.0,52.0,0.0,0.0,0
372,2,0,3,31.0,0,0.0,0.0,1116.0,2.0,0.0,0
373,0,0,0,21.0,0,0.0,150.0,0.0,567.0,0.0,0
374,0,0,3,16.0,0,691.0,0.0,101.0,140.0,0.0,0
